gene_id	DRR357080	DRR357081	DRR357082	DRR357083	DRR357084
ENSG00000166268	3	2	0	0	0
ENSG00000166272	1731.16603	1718.0027199999997	1173.01113	1319.00285	1622.00154
ENSG00000166275	221.6562	241.02300000000002	181.0001	190.95119999999997	225.70000000000002
ENSG00000166278	18.00074	21.0119645	19.000930009995834	20.000978	27.99996
ENSG00000166289	550.99967	651.00026	502.9998	568.00005	706.00026
ENSG00000166292	0	1	0	0	0
ENSG00000166295	2005.3024	2178.4745000000003	1754.7273999999998	1913.0584	2266.244
ENSG00000166311	545.9996000000001	602.9998099999999	500.99969999999996	581.0000799999999	795.9999999999999
ENSG00000166313	40.99997	29.000029499999997	18.00002	38.00004	41.000009999999996
ENSG00000166317	1	4	2.00054	3.0757	4.0361
ENSG00000166321	120.99999999999999	126	79	61	106.000030054768
ENSG00000166323	14.999991009390001	14.000000655801	10.00001	8	9.99999
ENSG00000166326	2594.9970000000003	2810	2283.9990000000003	2676.9970000000003	3023.998
ENSG00000166329	0	0	0	0	0
ENSG00000166333	3053.0006200228067	3136.0078300675473	2129.99977	2483.99935	2917.9980900000005
ENSG00000166337	1688.9999	1708.9362999999998	1543.0000999999997	1809.9999999999998	2131.9471000000003
ENSG00000166340	5598.005542629	5699.001642173962	4268.00544	4577.995545040001	5923.00076367505
ENSG00000166341	8	7	10	9	14
ENSG00000166342	2	0	0	0	0
ENSG00000166343	34.0553	25.00001	19	21	42
ENSG00000166347	1290.14897	1324.58933	1011.23814	1123.05159	1327.5782000000002
ENSG00000166348	1097.0698999999997	1145.0003600000007	674.11857	755.00068	954.0336463290001
ENSG00000166349	22.000029678	29.00001677	11.000000481899999	18	19
ENSG00000166351	0	0	0	0	0
ENSG00000166352	71.30788495	94.68183999999998	79.08454830000001	61.308988124900004	99.60092375000002
ENSG00000166359	2	1	1	1	2
ENSG00000166363	0	0	0	0	0
ENSG00000166368	0	1	0	0	0
ENSG00000166377	401.44862	390.96708899999993	337.06086999999997	305.32434000000006	414.93976100000003
ENSG00000166387	1114.9995199999998	1097.000017	477.00061000000005	553.99938	746.04264
ENSG00000166391	11	8	0	0	1
ENSG00000166394	15.00003	10	12	9	16.009880000000003
ENSG00000166396	3885.9971	4145.9976	2133.0052	2519.9971	2728.99624
ENSG00000166398	323.43778	339.19803	306.99981	332.30023	428.09863
ENSG00000166401	1027.48496	1017.9294600000001	934.6510999999999	973.04658	1086.96677
ENSG00000166402	7.9999981	6.999996299999999	4.00000052	7.999997499999999	12.000039650000002
ENSG00000166405	5.03601	5	1	2	4
ENSG00000166407	96.99998	99	30	18.99998	42.99992
ENSG00000166408	0	0	0	0	0
ENSG00000166411	1944.0039259989999	2184.9971	2439.9974899999997	2847.011	3097.0062783000003
ENSG00000166415	0	1.00255	0	0	3
ENSG00000166426	1	0	0	0	0
ENSG00000166428	1	2	2	0	2
ENSG00000166432	1.00512	1.00706	0	0	1.00577
ENSG00000166435	579.0004299999999	533.99924635	463.9996149999999	514.002537944	666.0001700212703
ENSG00000166436	863.99464	789.35652	548.7264908	587.2758600000001	914.4886100000001
ENSG00000166439	1037	956	865	874	999
ENSG00000166441	24871.823569999997	25348.73328	19243.560900000004	21093.59887	25325.131349999996
ENSG00000166444	2159.000850309	2099.00182	1224.0000360000006	1444.99985	1889.0031099999994
ENSG00000166446	19.000026000000002	20.00000493	31.999999999999993	34	43.999959999999994
ENSG00000166448	1.02311	3.0297099999999997	3	1.00099	2.01131
ENSG00000166450	0	0	2	1.9999989999999999	1
ENSG00000166451	1126.3127529999997	1161.5244499999997	1165.73147	1331.3065399999998	1326.6555
ENSG00000166452	570.3584217375	606.9994399999999	692.1507599999999	667.00054	737.9996299999998
ENSG00000166454	1725.32247	1778.0027	1636.9946199999997	1720.9974599999998	2055.9946800000002
ENSG00000166455	22.48258	12.888679999999999	16.06519	6.7905	33.54166
ENSG00000166471	997.509	1048.49357	882.3379100000001	955.2306400000001	1285.2624
ENSG00000166473	101.0643	79.37104000000001	16.004694	40.04224	55.725899999999996
ENSG00000166477	1427.9959000000001	1521.15984	1368.0048000000002	1533.00513	1745
ENSG00000166478	426.99931	395.00039000000004	427.00043037087397	477.00018	523.0002499999999
ENSG00000166479	1202.9964199999997	1270.9998299999995	1204.99929	1277.00259	1525.9986899999997
ENSG00000166482	1	1	0	0	2
ENSG00000166483	1712.0027200000002	1660.0003	1237.00318	1452.0334399999997	1696.99566
ENSG00000166484	767.0000499999999	795.0002960000002	617.9995500000001	713.99948	828.0000299999999
ENSG00000166492	0	0	0	0	0
ENSG00000166501	5.00001	3.999997	2	1.00001	2.00001
ENSG00000166503	584.26572	603.9993999999999	711.5328099999999	743.2968	786.6154799999999
ENSG00000166507	514.77558	456.04697999999996	430.8656	527.62679	712.7816600000001
ENSG00000166508	5335.995508059	5638.997990000001	5498.99906	6334.994899999999	6637.998319999999
ENSG00000166509	51.2078	55.03881	3.01389	8	9.24853
ENSG00000166510	7.99999622	11.000002	6	19.000031526	10.00001
ENSG00000166523	1	2.28263	0	0	0
ENSG00000166526	539.01858	536.00002	351.99985	417.0001499999999	514.080962
ENSG00000166527	0	0	0	0	0
ENSG00000166529	117	121.00003	72.99996	85.99999	123.05492
ENSG00000166530	0	0	0	0	0
ENSG00000166532	315.00010000000003	321.00011	290.00027299999994	258.99995	362.99974000000003
ENSG00000166535	39.00808	35.0098000465391	20.00314	40.07815	28.0934625
ENSG00000166546	0	3	4	3.0008600000000003	5
ENSG00000166548	267.000012	295.00128	176.99999000000003	213.00075421799997	235.08350000000002
ENSG00000166557	2330.13504	2510.1401699999997	2244.99841	2431.09576	2761.9950299999996
ENSG00000166558	1	0	0	1	0
ENSG00000166562	309.00052999999997	355.9996	329.00016999999997	373.00043000000005	375.0003
ENSG00000166569	1	1	0	3	1
ENSG00000166573	5.00221	3.52933	1.00373	0	3.00023
ENSG00000166575	608.9998999999999	550.14516	415.77748999999994	428.99915039999996	594.9184899999999
ENSG00000166578	38	37.99991	17	16.00004	20.999959999999998
ENSG00000166579	1170.99974	1157.21751	895.9997	1052.99969	1305.99992
ENSG00000166582	49.16152	83.00448	134.99994	137.0155	166.8069
ENSG00000166589	1	1	0	4	2
ENSG00000166592	2.9999990000000003	3	3	3	3
ENSG00000166595	1359.9955	1475.0013000000001	1405.9982	1489.0029	1918.9992
ENSG00000166596	1	2	1	2	0
ENSG00000166598	9749.223031999998	9941.3126799999991	6611.18903427	7163.99919529019	9343.455606091102
ENSG00000166603	0	0	0	0	0
ENSG00000166619	4694.9798599999995	4727.081249999999	3934.0865099999996	4237.00127	5258.999540000001
ENSG00000166634	10.0298	6	2.0000020000000003	6	4
ENSG00000166664	1.9328093000000002	1	1	1.195741	4
ENSG00000166669	45.17327	43.00002	18.00004	25	37.00004
ENSG00000166670	581	597	94	137	144.00041
ENSG00000166676	7	2.00154	3.00305	0	1
ENSG00000166681	946.9995	938.0006	627.00004	710.9996	792.0000799999999
ENSG00000166682	21	21.000000000000004	2	10.99999607	21.000048999999997
ENSG00000166685	689.0209099999998	769.0073300000001	658.00047	784.99994	908.0004999999999
ENSG00000166689	3851.9002600000003	3747.9211600000012	2039.5977159999998	2224.9994100000004	3186.92603
ENSG00000166693	0	0	0	0	0
ENSG00000166704	141.676082	147.00003999999998	80.011867	102.0001	152.0001
ENSG00000166707	1.0000000764086	0	0	0	0
ENSG00000166710	14544.872040000002	15474.9672	7881.385409999999	8502.99534	10371.004310000002
ENSG00000166716	2897.9970000000003	2748.9990000000003	1883.005	2066.934	2505.996
ENSG00000166734	2145.22042	2107.691035	1893.4755099999998	2088.97572	2679.8872499999998
ENSG00000166736	0	0	0	0	0
ENSG00000166741	3.0208559999999998	3.028669	4.000001	3	5
ENSG00000166743	12	10.000004	4	5	14.000003
ENSG00000166747	3471.0746200000003	3610.25678	2982.0022999999997	3167.0020800000007	4085.0159099999987
ENSG00000166750	5157.963	5307.995000000001	3344	3813.006	4980.982
ENSG00000166762	244.84101854969992	199.69944	132.223202	145.07595899999998	259.30456
ENSG00000166763	3.18544	19.0723	6.06697	0	10.5672
ENSG00000166770	2.00073	4.56485	3.07659	1.00009	7.15866
ENSG00000166780	13.999984000000001	14.000000000000002	11.79137	12	16.999994
ENSG00000166783	1486.9985	1472.9997799999999	1157.99995	1298.99979	1675.0008300000002
ENSG00000166787	0	0	0	0	0
ENSG00000166788	517.999452951	531.0004099999999	451.00008	579.00036	673.00082
ENSG00000166793	1	4.00000350809	1	2.000004	1
ENSG00000166794	6211.008150000001	6590.01278	6343.9972099999995	7207.0013	7720.004400000001
ENSG00000166796	1	2	1	1	2
ENSG00000166797	1162.99984	1301.5961499999999	1215.99935	1299.00021	1460.00015
ENSG00000166800	4.02128	3.00861	1.00292	4.0021	4.00326
ENSG00000166801	1599.99973	1590.6383899999998	807.9998326191	921.99987	1204.9917101108058
ENSG00000166803	1518.66955027	1614.7567	1038.1043902578208	1150.72846	1390.0188099999998
ENSG00000166813	329.0005	291.00038	335.0004	351.9999399999999	444.99960000000004
ENSG00000166816	121.99996	115.00005999999999	54.99999	75	91.99998
ENSG00000166819	18	15.9999843	9	8.9999953	24
ENSG00000166821	337.91901	353.97726982174004	242.27113999999997	273.70218	336.86229000000003
ENSG00000166822	588.9349407159661	598.65164	492.5473799999999	494.37087017688197	649.0970100000001
ENSG00000166823	9	13	13	16	15.000018
ENSG00000166825	28.99998018278	18.000000343773	14.00001	20.00000013655	16.999976
ENSG00000166828	115	122	27	34	47
ENSG00000166831	0	0	0	0	0
ENSG00000166833	144.99999	149.99991	55.99997	59.9999960149711	81.00009000000001
ENSG00000166839	8.000664	12.000929	8	12	21.002451
ENSG00000166840	3	8	4	3	5
ENSG00000166845	410.0001	407.00039999999996	330.9999	376.99989999999997	412.9997
ENSG00000166847	2294.5395899999994	2474.79512	1981.3795599999999	2098.6879099999996	2542.1978
ENSG00000166848	941	958.9995	836	1011.99926	1166.9984100000001
ENSG00000166851	4811.13231	4934.95991	3562.01985	4267.03677	4876.89843
ENSG00000166855	1658.85314	1574.8204200000002	1754.7392499999999	1765.00968	1983.00664
ENSG00000166856	0	0	0	0	0
ENSG00000166860	274	259	234	272	342
ENSG00000166862	1	0	0	0	0
ENSG00000166863	3	2	1	1	0
ENSG00000166866	10.000004333000001	15.000003625	6.0000026787	2.999999164	4.0000029999999995
ENSG00000166869	30	30.9137	23	18.624	26.3372
ENSG00000166881	1279.9973	1308.003	922.9996	970.000200161311	1269.0005
ENSG00000166884	0	0	0	0	0
ENSG00000166886	1311.99872	1331.9956699999998	1153.99816	1235.00412	1430.9996999999998
ENSG00000166887	2611.9965399999996	2689.9396199999996	1977.9976199999999	2249.9960499999997	3003.99961
ENSG00000166888	7472.244239999999	7533.356575970599	4314.6227499999995	4929.114100187034	6518.722475999999
ENSG00000166889	2321.99	2353.99032	1820	2053	2546.97
ENSG00000166896	174.34204	180.80699	141.00004	143	202.0005
ENSG00000166897	746.0000500000001	766.00009	585.99961	658.99983	851.9995600000001
ENSG00000166900	1583.99909	1618.1966900000002	1292.9999	1339.9998	1616.0007999999998
ENSG00000166902	811.00037	909.9995700000001	851.99991	955.0002	1037.9957100000001
ENSG00000166908	1476.99683	1583.00251	1277.9970600000001	1385.00045	1735.9981799999998
ENSG00000166912	1065.9996499999997	1090.9998	694.99953	731.9995399999999	923.9999599999999
ENSG00000166913	10046.875620000003	10405.00487	8530.86114	9711.997434999997	11159.000300000002
ENSG00000166917	2.00861	1.89668	0	0	0
ENSG00000166920	8	17.99999	3	3	8
ENSG00000166922	9.951699	13.48465	5.9201	7.19015	6.7134
ENSG00000166923	23.001324	30.26053	16.00051	26.03013	22.045790000000004
ENSG00000166924	17.00003	20.99996	13.00000236	11	13.99998
ENSG00000166925	2302.0042000000003	2337.9972199999997	1657.0213899999999	1917.74873	2548.6827000000003
ENSG00000166926	1	0	0	0	0
ENSG00000166927	0	2	1	0	0
ENSG00000166928	0	0	0	0	0
ENSG00000166930	0	0	1	0	1
ENSG00000166938	1170.38051	1204.17456	1313.39462	1495.3701730000002	1687.61579
ENSG00000166946	1616.0304	1682.05496	1195.0006500000002	1244.00133	1518.0464499999996
ENSG00000166947	0	0	0	0	0
ENSG00000166948	0	0	2	0	0
ENSG00000166949	9369.995570399997	9010.999919999998	6397.01693	6958.9980000000005	9498.004007989532
ENSG00000166959	0	0	0	0	0
ENSG00000166960	0	0	1	0	0
ENSG00000166961	0	0	0.814687	0	0.0923714
ENSG00000166963	70	65	58	60	63
ENSG00000166965	1135.8899	1085.0008000000003	1008.9001000000001	1052.999	1360.0010999999997
